video,track_id,class_id,n_det,t_start,t_end,duration_s,conf_median,box_h_median,box_h_max,aspect_median,u_rel_median,u_rel_first,u_rel_last,d_rel_median,x_center_med,x_center_p10,x_center_p90,x_inner_med,x_inner_absmin,z_med,z_min,z_first,z_last,v_along_med,v_along_p10,v_along_p90,v_lat_med,v_lat_absmed,frac_static,frac_cross,frac_same,frac_opposite,ego_speed_med,ego_moving_frac,closing_med,frac_trunc_bottom,frac_trunc_side,enter_edge,exit_edge,log_growth,x_at_min_z,x_inner_at_min_z,frac_close_pass,v_along_ratio,v_lat_ratio,det_rate,aspect_p90,geom_valid_frac,abs_x_at_min_z,world_speed,world_heading_deg,world_heading_abs,world_speed_ratio,world_fit_span_s,view_rear,view_front,view_side,emergency,n_crops,world_speed_fit,heading_fit_deg,heading_fit_abs,depth_z_min,depth_z_med,depth_x_med,depth_x_at_min_z,world_speed_med,world_speed_p90,frac_world_static,heading_abs_med,frac_heading_same,frac_heading_opposite,frac_heading_crossing,lines_between_med,lines_between_min,yellow_between_max,dist_to_line_med,n_depth_samples,p_separated_path,p_bike_lane,p_shared_road,scene,static_neighbours,rule_relation,ride_scene,relation,relation_confidence,proba_adjacent_same,proba_cross_side,proba_ego_lane,proba_oncoming,proba_parked,relation_source,group
VID_20260224_162848_00_006,7,7,36,17.66666603088379,21.33333396911621,3.666667938232422,0.2507692575454712,27.970352172851562,41.61737060546875,1.815964937210083,0.04500880976955374,0.04686853825170723,0.02808755774893162,0.02017790824174881,5.271453527837174,3.17853930371032,7.499900224728539,3.657208073852134,0.9761312788259022,37.25069999694824,25.035430908203125,39.768375396728516,26.85913848876953,4.258282720051581,-0.4345304476443155,5.915896799276386,9.953643568269676,9.953643568269676,0.1388888888888889,0.6944444444444444,0.6666666666666666,0.0,5.901015678227019,1.0,1.8043499927736708,0.0,0.0,0.0,0.0,0.39246582984924316,2.127340836894519,0.9761312788259022,0.05555555555555555,0.721618608092056,1.6867678567599205,9.818178176879883,1.9914355278015137,1.0,2.127340836894519,10.504511763087796,-70.21773925856799,70.21773925856799,1.7801192770672174,3.666667938232422,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.8669042587280273,0.11357426198374014,0.019521509204059838,separated_path,0.0,cross_side,separated_path,parked,0.6229343142827486,0.16736172593284754,0.07882109161457397,0.12882740675896526,0.002055461410864666,0.6229343142827486,gradient_boosting,parked
VID_20260224_162848_00_006,10,2,15,18.0,19.58333396911621,1.583333969116211,0.4860749840736389,25.48583984375,28.31201171875,2.1286792755126953,0.5066577063671188,0.4648558641255183,0.5420939908093559,0.018385570496320724,64.15516209600136,58.814322331731184,67.26706565308058,62.21506775172275,55.274473783650144,40.881874084472656,36.80094528198242,44.169517517089844,40.881874084472656,4.870528539772049,2.7738646683961092,6.012425676181331,29.130637928815435,29.130637928815435,0.0,1.0,1.0,0.0,5.776192871144095,1.0,1.3353906301803136,0.0,0.06666666666666667,0.0,1.0,0.07734809815883636,57.530608937688775,55.274473783650144,0.0,0.8432073942862195,5.043224590775396,9.47368049621582,2.961893081665039,1.0,57.530608937688775,29.973144311839633,-21.348974841722498,21.348974841722498,5.189083013757266,1.583333969116211,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.8633849382400512,0.1142607226036489,0.022354362532496452,separated_path,0.0,adjacent_same,separated_path,cross_side,0.7903778051942519,0.08548955986466171,0.7903778051942519,0.01799735010459772,0.0015542332180143287,0.10458105161847431,gradient_boosting,not_sharing
VID_20260224_162848_00_006,18,2,2,21.91666603088379,22.0,0.08333396911621094,0.5130478143692017,25.265365600585938,26.569793701171875,2.178668260574341,0.5111107636547438,0.5087751493062439,0.5134463780032437,0.018226521089673042,66.09822567410677,63.609203799108116,68.58724754910543,64.24894198901406,61.278056368807135,41.348838806152344,39.21403503417969,43.483642578125,39.21403503417969,,,,,,,,,,6.771866869422384,1.0,,0.0,0.5,0.0,1.0,0.10335010290145874,62.98694833035845,61.278056368807135,0.0,,,23.99981689453125,2.310986375808716,1.0,62.98694833035845,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9418718099594117,0.04808433082071133,0.010043879342265426,separated_path,0.0,parked,separated_path,parked,0.45178572192842265,0.19497482660141646,0.31756524083705956,0.03072658406646935,0.004947626566632103,0.45178572192842265,gradient_boosting,parked
VID_20260224_162848_00_006,19,5,18,24.5,26.25,1.75,0.21005548536777496,74.04054260253906,84.21542358398438,1.7903187274932861,-0.036587154522710434,0.00778554848298499,-0.03851685408514041,0.05341310054063797,-1.5074679970194338,-1.7072502009731922,0.30992102848368003,-0.007321408728160904,0.0,14.072430610656738,12.3719482421875,17.629316329956055,12.3719482421875,3.8793438405926746,3.1569290496145275,4.236370182744208,0.25137728860846903,0.5985493205016528,0.0,0.0,1.0,0.0,6.70774993030221,1.0,3.2456007620144813,0.0,0.0,0.0,0.0,0.3541315197944641,-1.4907431962697875,0.0,1.0,0.5783375768180874,0.08923250370406784,10.285714149475098,1.893448567390442,1.0,1.4907431962697875,4.1851667624549425,-25.715541760205355,25.715541760205355,0.6239300519461053,1.75,0.14789677,0.6715852,0.180518,0.990023,1.0,,,,,,,,,,,,,,,,,,,3.0,0.9943891048431397,0.0001621763629373163,0.00544869031291455,separated_path,0.0,ego_lane,separated_path,ego_lane,0.8196553835465692,0.04256026709260824,0.026901542379567833,0.8196553835465692,0.0010638789608274652,0.10981892802042731,gradient_boosting,in_my_lane
VID_20260224_162848_00_006,21,2,20,32.41666793823242,34.58333206176758,2.1666641235351562,0.47776734828948975,47.82917785644531,55.41534423828125,2.2437829971313477,-0.36276259874907124,-0.3102626763487301,-0.4294712749823374,0.034504130482673645,-24.993303290973465,-25.624627633406806,-23.969217575808027,-23.346284080145928,21.659759410904066,21.78587818145752,18.80181121826172,26.410167694091797,18.80181121826172,3.0064879733036007,2.1548308447847253,6.576608095047854,17.268577863694432,17.268577863694432,0.0,1.0,0.95,0.0,7.306824210117765,1.0,3.5480993964344063,0.0,0.3,0.0,1.0,0.33979588747024536,-25.26083666552679,-24.797606456259956,0.0,0.41146302235388593,2.3633492974666916,9.230779647827148,2.4275578022003175,1.0,25.26083666552679,2.8876701322123903,-88.35209779416647,88.35209779416647,0.3952018071289893,2.1666641235351562,0.013183099,0.08991504,0.89690185,0.0017659134,1.0,,,,,,,,,,,,,,,,,,,4.0,0.9319152235984802,0.06319535495713353,0.004889419861137867,separated_path,0.0,cross_side,separated_path,cross_side,0.5847764787337345,0.03451818612066147,0.5847764787337345,0.0034730475995367206,0.002259401996686683,0.3749728855493806,gradient_boosting,not_sharing
VID_20260224_162848_00_006,29,2,2,68.16666412353516,68.25,0.08333587646484375,0.6932611465454102,61.26715087890625,62.5771484375,2.365297555923462,-0.4171097709440619,-0.4143972668750514,-0.4198222750130723,0.044198330491781235,-22.197524438973545,-22.461776176893956,-21.93327270105313,-20.189827155235527,20.168923163823834,17.013773918151855,16.64999008178711,17.3775577545166,16.64999008178711,,,,,,,,,,7.8075097401993006,1.0,,0.0,0.0,0.0,0.0,0.04277002066373825,-21.86720976657303,-20.21073114664722,0.0,,,23.999267578125,2.6963182926177978,1.0,21.86720976657303,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9789724111557007,0.012453821185044945,0.008573776599951089,separated_path,0.0,parked,separated_path,parked,0.7012220777589916,0.083134947930116,0.19219454452597587,0.009803733746454072,0.013644696038462498,0.7012220777589916,gradient_boosting,parked
VID_20260224_162848_00_006,34,2,5,81.41666412353516,81.75,0.33333587646484375,0.7395570874214172,23.0006103515625,24.29058837890625,2.081373691558838,-0.008649694974723824,-0.020461876524834645,0.012965050560575796,0.01659271866083145,-1.2257590431091547,-2.5055853887361645,1.2473029934913322,0.0,0.0,45.2991828918457,42.89352035522461,42.89352035522461,45.615966796875,6.713404027768914,6.59499575506539,6.730591159117548,14.832784895178152,14.832784895178152,0.0,1.0,1.0,0.0,2.6164818485900336,1.0,-4.096922179178881,0.0,0.0,0.0,0.0,-0.06153698265552521,-2.7456873133584914,-0.34833653901816836,1.0,2.5658133387726823,5.668980621123446,14.999885559082031,2.7179372310638428,1.0,2.7456873133584914,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9884126782417297,0.0015874862379860132,0.009999851835891605,separated_path,0.0,adjacent_same,separated_path,cross_side,0.49207508573779807,0.29832355402260285,0.49207508573779807,0.13698048924618203,0.0023593437266825022,0.07026152726673451,gradient_boosting,not_sharing
VID_20260224_162848_00_006,35,2,4,83.25,83.5,0.25,0.31656622886657715,24.516571044921875,24.87872314453125,1.4190268516540527,-0.003042236689234379,0.005397760386982794,-0.01704009271638499,0.01768633723258972,-0.4028082308971904,-2.1709060267077125,0.48063929194756794,0.0,0.0,42.4985237121582,41.879512786865234,42.62479782104492,52.32250213623047,40.440640275379316,40.440640275379316,40.440640275379316,-18.624559213470338,18.624559213470338,0.0,0.0,1.0,0.0,4.937239948612342,1.0,-35.50340032676697,0.0,0.0,0.0,0.0,-0.20499035716056824,-0.07731743651651292,0.0,0.75,8.190940828538329,3.7722613053685885,16.0,1.5258580088615417,1.0,0.07731743651651292,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9886837601661682,0.0013576722689322197,0.00995857696980238,separated_path,0.0,ego_lane,separated_path,adjacent_same,0.5243646816269131,0.5243646816269131,0.04989629549000809,0.41113778669075224,0.0006274421883506812,0.013973794003975902,gradient_boosting,sharing_road
VID_20260224_162848_00_006,36,2,5,83.33333587646484,83.66666412353516,0.3333282470703125,0.4397461414337158,26.30084228515625,27.683837890625,1.779739499092102,0.10457836889250173,0.10522338576763411,0.08537620100429806,0.018973516300320625,12.312867827555348,11.40646602986367,13.555659688987216,10.802200405029332,9.926081627447791,39.61503982543945,37.6359977722168,39.61503982543945,42.07190704345703,6.638460683037296,6.638460683037296,6.638460683037296,-13.107839712442225,13.107839712442225,0.0,1.0,1.0,0.0,4.937239948612342,1.0,-1.701220734424954,0.0,0.0,0.0,0.0,-0.0601714663207531,12.312867827555348,10.802200405029332,0.0,1.344569182808929,2.6548921763720044,15.000228881835938,2.3139976024627686,1.0,12.312867827555348,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9886837601661682,0.0013576722689322197,0.00995857696980238,separated_path,0.0,adjacent_same,separated_path,adjacent_same,0.8657311415848988,0.8657311415848988,0.11029343190898357,0.003956118267776262,0.0005361008184131544,0.019483207419928185,gradient_boosting,sharing_road
VID_20260224_162848_00_006,42,2,11,83.83333587646484,85.08333587646484,1.25,0.382846474647522,34.73040771484375,35.4632568359375,2.3559751510620117,-0.019366111554050925,-0.02525237209547407,0.05336827770506189,0.025054635480046272,-1.7799485935834891,-4.686689921491865,3.6711751156615646,0.0,0.0,29.999902725219727,29.379953384399414,38.49618911743164,29.577465057373047,-3.105678672765364,-3.2526111905057844,-2.8526073583212,4.4994428884017275,4.4994428884017275,0.0,1.0,0.0,1.0,4.870699779777005,1.0,7.93516541595833,0.0,0.0,0.0,0.0,0.2635464668273926,-1.7799485935834891,0.0,0.5454545454545454,-0.6376247383712801,0.9237775046376858,8.800000190734863,2.4725022315979004,1.0,1.7799485935834891,7.598360085620073,114.54108528209132,114.54108528209132,1.5600140491451002,1.25,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9890048027038574,0.0009922129203914665,0.010002987086772918,separated_path,0.0,cross_side,separated_path,parked,0.43529561745187695,0.35279186845133936,0.19911478822629747,0.008465470086475132,0.004332255784011125,0.43529561745187695,gradient_boosting,parked
