frame,time_s,track_id,class_id,class_name,confidence,x1,y1,x2,y2,x_center,y_center,width,height,review_status,review_notes
926,30.864166666666662,749,2,car,0.946979522705078,797.6116333007812,432.0287170410156,1269.45166015625,762.224365234375,0.538297712802887,0.5528949499130249,0.2457500100135803,0.3057367205619812,reviewed,
926,30.864166666666662,1292,2,car,0.7835535407066345,1308.22900390625,477.710693359375,1444.2840576171875,532.74755859375,0.716800332069397,0.4678047597408294,0.0708620101213455,0.0509600602090358,reviewed,
926,30.864166666666662,2036,2,car,0.4478958249092102,460.4028625488281,490.7823181152344,534.0828247070312,518.0652465820312,0.2589806616306305,0.4670590460300445,0.0383749790489673,0.0252619702368974,reviewed,
926,30.864166666666662,2126,2,car,0.270580917596817,113.72551727294922,488.0718994140625,178.65232849121094,534.5576782226562,0.0761400610208511,0.4734396338462829,0.0338160470128059,0.0430423878133297,reviewed,
926,30.864166666666662,2129,2,car,0.2353594005107879,425.75091552734375,492.50634765625,459.3982543945313,518.6608276367188,0.2305075973272323,0.4681329429149627,0.0175246559083461,0.0242171119898557,reviewed,
926,30.864166666666662,2234,2,car,0.7903013825416565,1.470428466796875,504.1006774902344,157.2801055908203,569.69970703125,0.0413412861526012,0.4971298277378082,0.0811508744955062,0.06073984131217,reviewed,
926,30.864166666666662,2172,2,car,0.1439444869756698,331.33319091796875,495.5182800292969,385.3543701171875,523.31884765625,0.1866373866796493,0.4716838598251343,0.0281360317021608,0.0257412660866975,reviewed,
926,30.864166666666662,2092,2,car,0.4229035377502441,382.67474365234375,495.0104064941406,446.51995849609375,524.0557250976562,0.2159361243247985,0.4717898964881897,0.0332527160644531,0.026893813163042,reviewed,
926,30.864166666666662,2235,2,car,0.2901993989944458,747.1285400390625,479.9593505859375,805.349609375,508.01214599609375,0.4042911827564239,0.4573942124843597,0.0303234737366437,0.0259748101234436,reviewed,
926,30.864166666666662,2279,2,car,0.1713341325521469,306.18475341796875,497.35552978515625,382.4709167480469,531.1494140625,0.1793374121189117,0.4761596620082855,0.0397323779761791,0.0312906317412853,reviewed,
926,30.864166666666662,2301,2,car,0.1738951057195663,780.5458374023438,482.0352478027344,826.6764526367188,506.8817138671875,0.4185474812984466,0.4578319489955902,0.0240263622254133,0.0230059865862131,reviewed,
926,30.864166666666662,2298,2,car,0.4063601195812225,629.552734375,488.1958312988281,673.0994262695312,509.5316162109375,0.339232325553894,0.4619108438491821,0.0226805694401264,0.0197553560137748,reviewed,
926,30.864166666666662,2318,2,car,0.4349775910377502,717.7979736328125,484.0357666015625,752.1900024414062,508.0914306640625,0.3828093707561493,0.4593181610107422,0.0179125145077705,0.0222737621515989,reviewed,
927,30.89753333333333,749,2,car,0.9483326077461244,797.7720336914062,431.535400390625,1269.694580078125,762.08935546875,0.5384027361869812,0.552604079246521,0.2457929998636245,0.306068480014801,reviewed,
927,30.89753333333333,1292,2,car,0.8241811394691467,1310.1912841796875,477.7347412109375,1445.09228515625,533.5280151367188,0.7175217866897583,0.4681771993637085,0.0702609345316886,0.0516604371368885,reviewed,
927,30.89753333333333,2036,2,car,0.4393181502819061,460.9266662597656,490.5833740234375,537.48388671875,517.9867553710938,0.2600027322769165,0.466930627822876,0.0398735515773296,0.0253735017031431,reviewed,
927,30.89753333333333,2126,2,car,0.3644607663154602,117.57635498046876,487.5588684082031,180.7577667236328,533.4251708984375,0.0776911750435829,0.4726777672767639,0.032906986773014,0.0424687974154949,reviewed,
927,30.89753333333333,2129,2,car,0.2606247961521148,425.5661315917969,492.5762939453125,460.525390625,518.1762084960938,0.2307530045509338,0.4679409861564636,0.0182079467922449,0.0237036254256963,reviewed,
927,30.89753333333333,2234,2,car,0.8465580344200134,0.96899151802063,503.3722229003906,158.6271209716797,568.8150634765625,0.0415614880621433,0.4963829815387726,0.0821136087179184,0.0605952218174934,reviewed,
927,30.89753333333333,2172,2,car,0.2498431354761123,332.0810241699219,494.79498291015625,385.6581726074219,522.2810668945312,0.186911255121231,0.4708685278892517,0.0279047656804323,0.0254500769078731,reviewed,
927,30.89753333333333,2092,2,car,0.4675513505935669,383.6328430175781,495.1078186035156,445.6814575195313,523.7279663085938,0.2159672677516937,0.4716832339763641,0.0323169864714145,0.0265001375228166,reviewed,
927,30.89753333333333,2235,2,car,0.3882614374160766,753.8402709960938,479.4710083007813,822.952392578125,507.747802734375,0.4106231033802032,0.4570457339286804,0.0359958969056606,0.0261822175234556,reviewed,
927,30.89753333333333,2279,2,car,0.1028403341770172,307.7958679199219,498.5698547363281,381.9461669921875,530.6475219726562,0.1796203255653381,0.4764895439147949,0.0386199466884136,0.0297015439718961,reviewed,
927,30.89753333333333,2301,2,car,0.181345447897911,776.9939575195312,481.3674011230469,828.1755981445312,506.9039611816406,0.4180129170417785,0.4575330317020416,0.0266571044921875,0.0236449632793664,reviewed,
927,30.89753333333333,2298,2,car,0.4193671643733978,629.5972900390625,487.9020080566406,673.7445678710938,509.8045654296875,0.3394119143486023,0.4619011878967285,0.0229933746159076,0.0202801451086998,reviewed,
927,30.89753333333333,2318,2,car,0.5839669704437256,718.5961303710938,484.46783447265625,756.094482421875,508.0211181640625,0.3840340375900268,0.4594856202602386,0.0195303913205862,0.0218085963279008,reviewed,
927,30.89753333333333,2322,2,car,0.5436375737190247,1820.72216796875,481.9234313964844,1885.197021484375,520.3224487304688,0.965083122253418,0.4640026986598968,0.0335806533694267,0.0355546474456787,reviewed,
928,30.9309,749,2,car,0.9474493861198424,796.4827270507812,432.1589660644531,1268.333251953125,762.1511840820312,0.5377124547958374,0.5529213547706604,0.2457554787397384,0.3055483400821686,reviewed,
928,30.9309,1292,2,car,0.8646974563598633,1309.1787109375,478.0364685058594,1443.3062744140625,533.3392333984375,0.7167929410934448,0.4682295024394989,0.0698581039905548,0.0512062646448612,reviewed,
928,30.9309,2036,2,car,0.4547005593776703,458.60980224609375,490.66448974609375,538.1204833984375,518.101806640625,0.2595651745796203,0.4670214354991913,0.0414118133485317,0.0254049226641654,reviewed,
928,30.9309,2126,2,car,0.4212281107902527,117.1313705444336,487.9736633300781,178.721435546875,533.6851806640625,0.0770450010895729,0.4729901850223541,0.0320781581103801,0.0423254780471324,reviewed,
